ID,Lat,Lng,CategoryId,Name,OperatingHours,Phone,Fax
56678,1.350447,103.869051,14,326 AVENUE 3 CLINIC,,,
56679,1.364134,103.848697,14,338 FAMILY CLINIC,,,
56682,1.302907,103.840221,14,8 MEDICAL AESTHETIC CLINIC,,,
56683,1.301790,103.906846,14,81 FAMILY CLINIC,,,
56684,1.441689,103.790353,14,818 FAMILY CLINIC AND SURGERY,,,
56685,1.438244,103.795460,14,888 PLAZA FAMILY CLINIC,,,
56686,1.299770,103.840430,14,@JUST BRACES.DENTAL CENTRE,,,
56687,1.431159,103.790576,14,A & A CLINIC,,,
56688,1.342122,103.837703,14,A CLINIC FOR WOMEN,,,
56689,1.303136,103.823926,14,"A COMPANY FOR WOMEN, OBSTETRICS & GYNAECOLOGY",,,
56690,1.334147,103.739291,14,A DENTAL CLINIC @ JURONG EAST CENTRAL,,,
56691,1.313441,103.765480,14,A DENTAL CLINIC @ CLEMENTI CENTRAL PTE LTD,,,
56692,1.325210,103.841588,14,A L LIM CLINIC FOR WOMEN PTE LTD,,,
56693,1.320900,103.843793,14,A LIFE CLINIC PTE LTD,,,
56694,1.291300,103.851245,14,A LINE DENTAL BRACES CLINIC PTE LTD,,,
56695,1.291300,103.851245,14,A LINE DENTAL BRACES CLINIC PTE LTD,,,
56696,1.362468,103.850920,14,A ST*R DENTAL SURGERY,,,
56697,1.308090,103.786205,14,A ST*R DENTAL SURGERY,,,
56698,1.298332,103.844088,14,A&M MEDICAL CENTRE,,,
56699,1.305469,103.835528,14,"A. B. JOHN EAR, NOSE & THROAT CLINIC & SURGERY",,,
64990,1.312267,103.853855,14,THE CARDIOLOGY PRACTICE,,,
56703,1.305469,103.835528,14,"ABEL SOH DIABETES, THYROID AND ENDOCRINE CLINIC",,,
56704,1.352287,103.954075,14,ABLE MEDICAL,,,
56705,1.285456,103.826995,14,ACCENT DENTAL SURGERY (JM) PTE LTD,,,
56706,1.367727,103.855524,14,ACCENT DENTAL SURGERY PTE LTD,,,
56707,1.335248,103.856490,14,ACCESS MEDICAL (KIM KEAT),,,
56709,1.335037,103.851659,14,ACCESS MEDICAL (TOA PAYOH),,,
56710,1.303546,103.835856,14,ACCLARO CLINIC,,,
56711,1.369003,103.957594,14,ACCORD DENTAL CLINIC,,,
56712,1.364134,103.848697,14,ACE DENTAL CENTRE,,,
56715,1.301405,103.837355,14,ACMS MEDICAL CLINIC,,,
56716,1.340025,103.706514,14,ACUFEM WOMEN'S SPECIALIST SERVICES,,,
56717,1.283853,103.852459,14,ACUMED MEDICAL GROUP,,,
56718,1.340025,103.706514,14,ACUMED MEDICAL GROUP,,,
56719,1.321072,103.742636,14,ACUMED MEDICAL GROUP,,,
56721,1.437805,103.782277,14,ACUMED MEDICAL GROUP,,,
56722,1.332355,103.722558,14,ACUMED MEDICAL GROUP,,,
56723,1.317274,103.652260,14,ACUMED MEDICAL GROUP,,,
56724,1.291300,103.851245,14,ADELPHI PSYCH MEDICINE CLINIC,,,
56725,1.348755,103.934448,14,ADIDAH FAMILY CLINIC & SURGERY,,,
56727,1.330681,103.901910,14,ADVANCE CLINIC & SURGERY PTE LTD,,,
56728,1.319499,103.861151,14,ADVANCE DIALYSIS SERVICES PTE LTD,,,
56729,1.322209,103.844127,14,ADVANCE RENAL CARE (NOVENA),,,
56730,1.303546,103.835856,14,ADVANCE SURGICAL GROUP PTE  LTD,,,
56731,1.307491,103.819614,14,ADVANCED CENTRE FOR REPRODUCTIVE MEDICINE PTE. LTD.,,,
56732,1.368223,103.855951,14,ADVANCED DENTAL ANG MO KIO,,,
56733,1.378135,103.773114,14,ADVANCED DENTAL CLINIC BUKIT PANJANG PTE LTD,,,
56734,1.348258,103.724193,14,ADVANCED DENTAL CLINIC JURONG WEST PTE LTD,,,
56736,1.354197,103.871230,14,ADVANCED DENTAL CLINIC SERANGOON PTE LTD,,,
56737,1.335248,103.856490,14,ADVANCED DENTAL TOA PAYOH,,,
56739,1.398302,103.878083,14,AE MEDICAL CLINIC,,,
56740,1.426288,103.827760,14,AEGIS DIALYSIS CENTRE PTE LTD,,,
56741,1.342527,103.776416,14,AELITE IMPLANT AND DENTAL CENTER,,,
56743,1.303750,103.833173,14,AESTHETIC & MEDICAL CLINIC,,,
56744,1.280289,103.848920,14,AESTHETIC DENTAL CARE,,,
56745,1.299770,103.840430,14,AESTHETICS DENTAL SURGERY,,,
56746,1.286023,103.849280,14,AESTHETICS PLUS MEDICAL CLINIC,,,
56748,1.360758,103.929489,14,AFPD MEDICAL CLINIC,,,
56749,1.304644,103.830335,14,AGELESS MEDICAL,,,
56750,1.317242,103.843668,14,AGLOW BABY & CHILD SPECIALIST CLINIC,,,
56751,1.284778,103.802538,14,AIA ALEXANDRA CLINIC,,,
56753,1.300730,103.797561,14,ALDA DENTAL SURGERY,,,
56754,1.305469,103.835528,14,ALEX FOK ENDOCRINE PRACTICE,,,
56755,1.312267,103.853855,14,ALEX OOI & ASSOCIATES OBGYN CONSULTANTS,,,
56756,1.292672,103.811011,14,ALEXANDRA FAMILY CLINIC & SURGERY,,,
56757,1.305469,103.835528,14,ALFRED CHENG ORTHODONTIC CLINIC,,,
56760,1.306042,103.831043,14,ALL DERMA MEDICAL CLINIC,,,
56762,1.332701,103.907730,14,ALLIANCE CLINIC AND PARTNERS PTE LTD,,,
56763,1.350474,103.718354,14,ALLSMILES DENTAL CARE PTE LTD,,,
56764,1.303750,103.833173,14,ALLURE PLASTIC SURGERY,,,
56766,1.307804,103.820071,14,ALPHA JOINTS & ORTHOPAEDICS PTE. LTD.,,,
56769,1.322209,103.844127,14,AMANDELA ENT HEAD & NECK CENTRE,,,
56770,1.308555,103.819065,14,AMDA INTERNATIONAL PEACE CLINIC,,,
56771,1.320900,103.843793,14,AMERICAN INTERNATIONAL CLINIC PTE LTD,,,
56772,1.359503,103.750644,14,AMITY MEDICAL CLINIC & DENTAL SURGERY,,,
56774,1.369202,103.847388,14,AMK FAMILY CLINIC PTE LTD,,,
56775,1.280628,103.847104,14,AMOY STREET DENTAL,,,
56776,1.338677,103.845467,14,AMPM FAMILY CLINIC & SURGERY PTE. LTD.,,,
56778,1.359043,103.844655,14,ANDERSON MEDICAL CENTRE,,,
56779,1.307804,103.820071,14,"ANDREW SEE SURGERY HEAD & NECK, THYROID AND GENERAL SURGERY",,,
56780,1.307491,103.819614,14,"ANDROLOGY, UROLOGY & CONTINENCE CENTRE",,,
56781,1.304557,103.834204,14,ANG DENTAL SURGERY,,,
56782,1.373802,103.854332,14,ANG MO KIO 10 DENTAL,,,
56783,1.375333,103.839328,14,ANG MO KIO DENTAL SURGERY,,,
56784,1.375333,103.839328,14,ANG MO KIO MEDICAL CENTRE,,,
56786,1.342122,103.837703,14,ANG SKIN & HAIR CLINIC,,,
56787,1.431279,103.773832,14,ANGELIN'S BABY & CHILD CLINIC,,,
56788,1.380414,103.840665,14,ANGELSMILE DENTAL CENTRE,,,
56789,1.354222,103.960258,14,ANN ARBOR DENTAL SURGERY PTE LTD,,,
56790,1.339272,103.738899,14,ANNE'S BABY AND CHILD CLINIC,,,
56791,1.345440,103.945536,14,ANSAR CLINIC,,,
56792,1.315936,103.883347,14,ANSARI FAMILY CLINIC & SURGERY,,,
56793,1.303546,103.835856,14,ANSON INTERNATIONAL PAEDIATRIC & CHILD DEVELOPMENT CLINIC,,,
56794,1.312734,103.882422,14,ANTEH DISPENSARY PTE LTD,,,
56796,1.307804,103.820071,14,ANTHONY HENG SURGERY,,,
56797,1.304644,103.830335,14,AOMS JAPANESE DENTAL,,,
56798,1.322209,103.844127,14,AP CENTRE FOR JOINT RECONSTRUCTION,,,
56799,1.380646,103.760110,14,APAX MEDICAL & AESTHETICS CLINIC,,,
56800,1.415391,103.835186,14,APEX CLINIC & SURGERY,,,
56801,1.429916,103.774481,14,APEX CLINIC & SURGERY,,,
56802,1.379856,103.841437,14,APEX DENTAL SURGERY PTE LTD,,,
56804,1.341376,103.691304,14,APEX MEDICAL CENTRE (JURONG) PTE LTD,,,
56805,1.312267,103.853855,14,APICARE PAIN CLINIC,,,
56807,1.328284,103.930639,14,APPLE DENTAL CLINIC,,,
56808,1.303546,103.835856,14,APPLE EAR NOSE THROAT SINUS AND  SNORING CENTRE,,,
56809,1.298504,103.788687,14,APPLE WELLNESS CENTER DENTAL SERVICES,,,
56811,1.358660,103.751063,14,AR-RAUDHAH MEDICAL CLINIC AND SURGERY PTE LTD,,,
56812,1.312267,103.853855,14,ARCA(FARRER PARK) DIALYSIS PTE LTD,,,
56813,1.320457,103.778986,14,ARCADIA CLINIC,,,
56814,1.304644,103.830335,14,COVE AESTHETIC CLINIC,,,
56815,1.307804,103.820071,14,ARTHUR TAN HEART CLINIC,,,
56816,1.307804,103.820071,14,ARTHUR TSENG WOMEN'S HEALTH SERVICES,,,
56817,1.307804,103.820071,14,ASC CLINIC FOR WOMEN,,,
56818,1.339903,103.742126,14,ASCENSION DENTAL CLINIC PTE. LTD,,,
56819,1.342048,103.774562,14,ASCENT DENTAL SURGEONS,,,
56820,1.342122,103.837703,14,ASCENT ENT ALVERNIA HOLDINGS PTE. LTD.,,,
56821,1.315113,103.909181,14,ASCENT EAR NOSE THROAT SG EAST PTE. LTD.,,,
56822,1.305469,103.835528,14,ASCENT EAR NOSE THROAT SPECIALIST GROUP PTE. LTD.,,,
56823,1.303750,103.833173,14,ASIA HEALTHCARE DENTAL CENTRE,,,
56824,1.346872,103.944315,14,ASIA KIDNEY DIALYSIS CENTRE (TAMPINES) PTE LTD,,,
56827,1.305469,103.835528,14,FRESENIUS KIDNEY CARE MT ELIZABETH DIALYSIS CLINIC,,,
56828,1.303546,103.835856,14,ASIA SLEEP CENTRE,,,
56829,1.305829,103.831314,14,ASIAMEDIC WELLNESS ASSESSMENT CENTRE,,,
56830,1.322209,103.844127,14,ASIAN AMERICAN RADIATION & ONCOLOGY PTE LTD,,,
56831,1.342122,103.837703,14,ASIAN AMERICAN RADIATION & ONCOLOGY PTE. LTD.,,,
56832,1.307491,103.819614,14,ASIAN HEART & VASCULAR CENTRE,,,
56833,1.322209,103.844127,14,ASIAN HEART & VASCULAR CENTRE,,,
56834,1.305469,103.835528,14,ASIAN HEART & VASCULAR CENTRE,,,
56836,1.359043,103.844655,14,ASPEN CLINIC,,,
56839,1.338868,103.849539,14,ASSOCIATE DISPENSARIES,,,
56841,1.302875,103.896788,14,ASSURANCE MEDICARE CLINIC AND SURGERY,,,
56842,1.305829,103.831314,14,ASTIQUE THE AESTHETIC CLINIC,,,
56843,1.343965,103.736891,14,ASTRA WOMEN'S SPECIALIST CLINIC,,,
56844,1.332797,103.850000,14,ASTRA WOMEN'S SPECIALISTS CENTRE,,,
56845,1.304089,103.850073,14,ATLANTIC DENTAL SURGERY,,,
56846,1.294421,103.827635,14,ATLAS PACIFIC MEDICAL,,,
56848,1.303220,103.834065,14,ATRIA-CITY DENTAL GROUP PTE LTD,,,
56849,1.320699,103.748455,14,ATRIA-PAN DENTAL GROUP PTE LTD,,,
56850,1.373802,103.854332,14,ATRIO FAMILY CLINIC (AMK) PTE. LTD.,,,
56851,1.304557,103.834204,14,ALEXANDER DENTAL ASSOCIATES,,,
56852,1.373078,103.878897,14,AWWA DENTAL CLINIC,,,
56853,1.292371,103.850856,14,AYE METTA CLINIC PTE. LTD.,,,
56854,1.320404,103.912603,14,AZIZ CLINIC FOR WOMEN PTE LTD,,,
56856,1.283460,103.629224,14,ABBOTT MANUFACTURING SINGAPORE MEDICAL CENTRE,,,
56857,1.320003,103.844669,14,ABOUT BRACES DENTAL SURGERY,,,
56858,1.303546,103.835856,14,"ABRAHAM'S EAR, NOSE & THROAT SURGERY PTE LTD",,,
56859,1.281778,103.803119,14,ACACIA MEDICAL CLINIC,,,
56860,1.347692,103.742786,14,ACCESS MEDICAL (BUKIT BATOK),,,
56861,1.323463,103.885854,14,ACCESS MEDICAL (CIRCUIT ROAD),,,
56862,1.320744,103.934696,14,ACCESS MEDICAL (EAST COAST),,,
56863,1.350534,103.723114,14,ACCESS MEDICAL (JURONG WEST),,,
56864,1.286903,103.818653,14,ACCESS MEDICAL (REDHILL CLOSE),,,
56865,1.323111,103.855680,14,ACCESS MEDICAL (WHAMPOA),,,
56867,1.327610,103.903906,14,ACCORD MEDICAL CLINIC,,,
56869,1.324977,103.940966,14,ACE FAMILY DENTALCARE,,,
56870,1.342122,103.837703,14,ACE UROLOGY CLINIC & SURGERY,,,
56871,1.307491,103.819614,14,ACUFEM WOMEN'S SPECIALIST SERVICES,,,
56872,1.338513,103.705934,14,ACUMED MEDICAL GROUP,,,
56873,1.325813,103.932171,14,ACUMED MEDICAL GROUP,,,
56874,1.389728,103.892784,14,ACUMED MEDICAL GROUP,,,
56875,1.326346,103.678513,14,ACUMED MEDICAL GROUP,,,
56876,1.289266,103.626222,14,ACUMED MEDICAL GROUP,,,
56877,1.323245,103.810699,14,ADAM ROAD MEDICAL CENTRE PSYCHIATRIC & PSYCHOLOGICAL SERVICES,,,
56878,1.325210,103.841588,14,ADELINA WOMEN'S CLINIC,,,
56879,1.439869,103.800678,14,ADMIRALTY MEDICAL CENTRE,,,
56883,1.305469,103.835528,14,ADRIAN TAN NEUROLOGY PRACTICE PTE LTD,,,
56884,1.320680,103.843129,14,ADULT & CHILD PSYCHOLOGICAL WELLNESS CLINIC,,,
56886,1.362021,103.885756,14,ADVANCE RENAL CARE (KOVAN),,,
56887,1.392272,103.904511,14,ADVANCED DENTAL CLINIC SENGKANG,,,
56889,1.361713,103.952944,14,ADVANCED DENTAL TAMPINES,,,
56890,1.307491,103.819614,14,ADVANCED LAPAROSCOPIC SURGERY,,,
56892,1.347943,103.715736,14,ADVENT DENTAL SURGERY PTE. LTD.,,,
56893,1.303546,103.835856,14,ADVENT ENDODONTICS INC PTE LTD,,,
56895,1.306699,103.832075,14,AEON MEDICAL AND AESTHETIC CENTRE,,,
56896,1.303750,103.833173,14,AESTHETIC & MEDICAL CLINIC (DR JOSEPH YANG@ORCHARD),,,
56897,1.305469,103.835528,14,AESTHETIC & RECONSTRUCTIVE CENTRE,,,
56898,1.305469,103.835528,14,AESTHETIC RECONSTRUCTIVE JAW SURGERY,,,
56899,1.301266,103.905258,14,AESTHETIC WORKS MEDICAL ASSOCIATES,,,
56900,1.322209,103.844127,14,AFFINITY SURGERY CENTRE,,,
56901,1.342122,103.837703,14,AFFINITY SURGERY CENTRE,,,
56902,1.357893,103.848352,14,AGAPE CLINIC,,,
56903,1.305469,103.835528,14,AGASTHIAN THORACIC SURGERY PTE LTD,,,
56904,1.305469,103.835528,14,AGE-LINK SPECIALIST CLINIC FOR OLDER PERSONS,,,
56905,1.322209,103.844127,14,AGE-LINK SPECIALIST CLINIC FOR OLDER PERSONS,,,
56906,1.312267,103.853855,14,"AGEWELL SENIORS CLINIC, AGEWELL ARTSZ MEDICAL GROUP PTE LTD",,,
56908,1.306042,103.831043,14,ALAXIS MEDICAL & AESTHETIC SURGERY,,,
56911,1.305469,103.835528,14,ALEXIUS CHEE GASTROENTEROLOGY & MEDICAL CLINIC,,,
56912,1.305469,103.835528,14,ALFRED CHENG CARDIAC CARE,,,
56913,1.319206,103.886377,14,ALJUNIED DENTAL SURGERY PTE LTD,,,
56917,1.350474,103.718354,14,ALLSMILES DENTAL CARE PLUS,,,
56918,1.312267,103.853855,14,"ALLERGY, ARTHRITIS & RHEUMATISM CLINIC",,,
56920,1.355366,103.931819,14,ALLHEALTH FAMILY CLINIC,,,
56921,1.307511,103.833587,14,ALOHA DENTAL PTE LTD,,,
56923,1.305469,103.835528,14,ALVIN HONG NEUROSURGERY,,,
56924,1.302564,103.858098,14,AMARIS B CLINIC,,,
56925,1.320900,103.843793,14,AMBULATORY SURGICARE (ASC),,,
56926,1.349658,103.933864,14,AMICAL DENTAL SURGERY,,,
56927,1.307491,103.819614,14,ANAESTHESIA & ANALGESIA PAIN MANAGEMENT CENTRE,,,
56929,1.320680,103.843129,14,"ANDREA'S DIGESTIVE, COLON, LIVER AND GALLBLADDER CLINIC PTE LTD",,,
56931,1.384287,103.840436,14,ANG MO KIO - THYE HUA KWAN HOSPITAL DIALYSIS CENTRE,,,
56932,1.371915,103.845927,14,ANG MO KIO FAMILY MEDICINE CLINIC,,,
56933,1.303546,103.835856,14,ANG YONG GUAN PSYCHIATRY,,,
56935,1.368236,103.896238,14,ANTHONY'S BABY & CHILD CLINIC,,,
56936,1.307491,103.819614,14,APEX HEART CLINIC,,,
56937,1.307622,103.851645,14,APOLLO MEDICAL CENTRE,,,
56938,1.303546,103.835856,14,APPLE EYE CENTRE,,,
56940,1.298504,103.788687,14,APPLE WELLNESS CENTER MEDICAL SERVICES,,,
56941,1.303546,103.835856,14,APTUS SURGERY CENTRE,,,
56946,1.333442,103.784264,14,ARIS MEDICAL CLINIC,,,
56947,1.352302,103.834939,14,ASHFORD DENTAL CENTRE,,,
56948,1.304557,103.834204,14,ASIA HEALTHPARTNERS,,,
56950,1.344543,103.735292,14,ASIA KIDNEY DIALYSIS CENTRE  (JURONG),,,
56951,1.333137,103.926282,14,ASIA KIDNEY DIALYSIS CENTRE (BEDOK) PTE LTD,,,
56952,1.377664,103.755759,14,ASIA KIDNEY DIALYSIS CENTRE (TECK WHYE),,,
56953,1.307491,103.819614,14,ASIAN AMERICAN LIVER CENTRE,,,
56954,1.307491,103.819614,14,ASIAN AMERICAN RADIATION & ONCOLOGY,,,
56956,1.305469,103.835528,14,ASIAN HEART & VASCULAR CENTRE,,,
56957,1.322209,103.844127,14,"ASSURANCE SKIN, LASER & AESTHETICS",,,
56958,1.322209,103.844127,14,ASTRA CENTRE FOR WOMEN & FERTILITY PTE LTD,,,
56959,1.348618,103.848179,14,ASTRA WOMEN'S SPECIALIST CENTRE,,,
56960,1.374015,103.886963,14,ASTRA WOMEN'S SPECIALIST CENTRE,,,
56961,1.322209,103.844127,14,ASTRA WOMEN'S SPECIALISTS,,,
56962,1.306771,103.905205,14,ASTUTE MEDICAL AESTHETICS & LASER CLINIC,,,
56963,1.303546,103.835856,14,ATLAS EYE SPECIALIST CENTRE,,,
56964,1.303220,103.834065,14,ATLAS MEDICAL ~ DERMA-REGEN CLINIC BY DR SM YUEN,,,
56966,1.305469,103.835528,14,ATLAS SPINE AND ORTHOPAEDIC SURGERY CENTRE,,,
56967,1.305469,103.835528,14,"ATLAS SHOULDER, KNEE AND SPORTS SURGERY",,,
56968,1.435863,103.836524,14,ATRIO FAMILY CLINIC,,,
56970,1.303546,103.835856,14,AURA DENTAL CLINIC,,,
56973,1.331016,103.796370,14,AZURE DENTAL,,,
56974,1.332012,103.914159,14,B K LIM DENTAL SURGERY,,,
56975,1.307804,103.820071,14,B K POH UROLOGY & MINIMALLY INVASIVE SURGICAL CENTRE,,,
56976,1.343000,103.738267,14,B S CHEW CLINIC,,,
56977,1.305469,103.835528,14,"B S OOI COLORECTAL, GENERAL & LAPAROSCOPIC SURGERY CENTRE",,,
56978,1.330721,103.858195,14,B T GOH FAMILY CLINIC & SURGERY,,,
56980,1.308674,103.911513,14,B.BRAUN DIALYSIS CENTRE,,,
56981,1.431279,103.773832,14,B9 DENTAL CENTRE,,,
56982,1.276728,103.844980,14,B9 DENTAL CENTRE,,,
56983,1.313546,103.764810,14,B9 DENTAL CENTRE,,,
56984,1.333369,103.847446,14,B9 DENTAL CENTRE,,,
56985,1.306946,103.788388,14,B9 DENTAL CENTRE,,,
56986,1.348968,103.934563,14,BABY & CHILD MEDICAL GROUP PTE LTD,,,
56987,1.359891,103.767597,14,BABY N' KIDS SPECIALIST CLINIC,,,
56988,1.322417,103.853440,14,BALESTIER DENTAL SURGERY,,,
56989,1.332952,103.915294,14,BALKIS FAMILY CLINIC,,,
56990,1.331649,103.867524,14,BAN KOK CLINIC & SURGERY,,,
56991,1.325813,103.932171,14,BEDOK  CENTRAL CLINIC,,,
56992,1.320128,103.935458,14,BEDOK CLINIC & SURGERY(FAMILY MEDICAL CENTRE),,,
56993,1.333115,103.939075,14,BEDOK DENTAL SURGERY,,,
56994,1.327488,103.934277,14,HEALTHWAY MEDICAL,,,
56995,1.329206,103.937307,14,BEDOK LIFE CLINIC,,,
56997,1.333745,103.926739,14,BEDOK NORTH DENTAL SURGERY,,,
56998,1.328712,103.929916,14,BEDOK TOWN DENTAL SURGERY,,,
56999,1.320680,103.843129,14,BEN NEO CLINIC FOR WOMEN,,,
57001,1.307804,103.820071,14,BERNARD EE CARDIAC CLINIC,,,
57002,1.312267,103.853855,14,BERNARD KWOK CARDIOLOGY CLINIC,,,
57003,1.322209,103.844127,14,BERNARD LIM SPECIALIST SURGERY,,,
57004,1.289670,103.815304,14,BERNARD TAN DENTAL SURGERY,,,
57005,1.320900,103.843793,14,BETTER LIFE PSYCHOLOGICAL MEDICINE CLINIC,,,
57008,1.344781,103.855140,14,BISHAN GRACE CLINIC,,,
